timestamp,date,pressure,humidity,battery,lux,dB,run_time,mslPressure,lqi,nbFrames,PM2_5,PM10,PM1_0,temperature_int,temperature,NO2,O3
1700524894,2023-11-21T00:01:34+0000,,,,,,,,,,,,,7.4,8.1,15.64861156651,44.822401294475
1700524988,2023-11-21T00:03:08+0000,,,,,,,,,,1,1,1,,,,
1700525494,2023-11-21T00:11:34+0000,,,,,,,,,,,,,7.5,8.1,16.326668719659,44.777035260821
1700525495,2023-11-21T00:11:35+0000,,,,,,,,2,3,,,,,,,
1700525783,2023-11-21T00:16:23+0000,1019.6,120.7,3970,0,55,,1019.6,,,,,,,,,
1700526137,2023-11-21T00:22:17+0000,,,,,,,,,,,,,7.3,8,16.869983190144,43.600989242164
1700526188,2023-11-21T00:23:08+0000,,,,,,,,,,0,0,0,,,,
1700526189,2023-11-21T00:23:09+0000,,,,,,,,2,3,,,,,,,
1700526737,2023-11-21T00:32:17+0000,,,,,,,,,,,,,7.3,8,16.652015953464,44.00875168609
1700526738,2023-11-21T00:32:18+0000,,,,,,,,2,3,,,,,,,
1700527380,2023-11-21T00:43:00+0000,,,,,,,,,,,,,7.2,7.9,16.596722333686,43.6844144627
1700527518,2023-11-21T00:45:18+0000,,,,,,,,,,0,0,0,,,,
1700527583,2023-11-21T00:46:23+0000,1019.6,121.9,3970,0,59,525600,1019.6,,,,,,,,,
1700527584,2023-11-21T00:46:24+0000,,,,,,,,2,3,,,,,,,
1700527980,2023-11-21T00:53:00+0000,,,,,,,,,,,,,7.3,7.9,17.18136495683,43.532123573626
1700527981,2023-11-21T00:53:01+0000,,,,,,,,2,3,,,,,,,
1700528624,2023-11-21T01:03:44+0000,,,,,,,,,,,,,7.2,7.9,16.876965923704,43.477980119945
1700528718,2023-11-21T01:05:18+0000,,,,,,,,,,0,0,0,,,,
1700529224,2023-11-21T01:13:44+0000,,,,,,,,,,,,,7.3,7.9,16.96339772015,43.391588752174
1700529225,2023-11-21T01:13:45+0000,,,,,,,,2,3,,,,,,,
1700529512,2023-11-21T01:18:32+0000,1020.1,121.3,3970,0,55,,1020.1,,,,,,,,,
1700529867,2023-11-21T01:24:27+0000,,,,,,,,,,,,,7.1,7.7,17.133054070612,42.684098457163
1700529918,2023-11-21T01:25:18+0000,,,,,,,,,,0,0,0,,,,
1700529919,2023-11-21T01:25:19+0000,,,,,,,,2,3,,,,,,,
1700530467,2023-11-21T01:34:27+0000,,,,,,,,,,,,,7.1,7.6,17.226468600618,42.622316461698
1700530468,2023-11-21T01:34:28+0000,,,,,,,,2,3,,,,,,,
1700531110,2023-11-21T01:45:10+0000,,,,,,,,,,,,,6.9,7.6,17.427263127748,41.978585593642
1700531247,2023-11-21T01:47:27+0000,,,,,,,,,,0,0,0,,,,
1700531312,2023-11-21T01:48:32+0000,1020.8,123,3970,0,51,529200,1020.8,,,,,,,,,
1700531313,2023-11-21T01:48:33+0000,,,,,,,,2,3,,,,,,,
1700531710,2023-11-21T01:55:10+0000,,,,,,,,,,,,,6.9,7.5,17.240434067737,42.05997287185
1700531711,2023-11-21T01:55:11+0000,,,,,,,,2,3,,,,,,,
1700532354,2023-11-21T02:05:54+0000,,,,,,,,,,,,,6.7,7.4,17.721472184884,41.220351839219
1700532447,2023-11-21T02:07:27+0000,,,,,,,,,,0,0,0,,,,
1700532954,2023-11-21T02:15:54+0000,,,,,,,,,,,,,6.8,7.5,18.05700939468,41.644035887084
1700532955,2023-11-21T02:15:55+0000,,,,,,,,2,3,,,,,,,
1700533245,2023-11-21T02:20:45+0000,1020.8,123.8,3970,0,55,,1020.8,,,,,,,,,
1700533597,2023-11-21T02:26:37+0000,,,,,,,,,,,,,6.7,7.4,18.624479308274,40.707479308502
1700533647,2023-11-21T02:27:27+0000,,,,,,,,,,0,0,0,,,,
1700533648,2023-11-21T02:27:28+0000,,,,,,,,2,3,,,,,,,
1700534197,2023-11-21T02:36:37+0000,,,,,,,,,,,,,6.8,7.4,17.901318511337,41.662652454083
1700534198,2023-11-21T02:36:38+0000,,,,,,,,2,3,,,,,,,
1700534839,2023-11-21T02:47:19+0000,,,,,,,,,,,,,6.7,7.4,18.562202954937,40.7908440182
1700534977,2023-11-21T02:49:37+0000,,,,,,,,,,0,0,0,,,,
1700535045,2023-11-21T02:50:45+0000,1021.3,124,3970,0,52,532800,1021.3,,,,,,,,,
1700535046,2023-11-21T02:50:46+0000,,,,,,,,2,3,,,,,,,
1700535439,2023-11-21T02:57:19+0000,,,,,,,,,,,,,6.8,7.4,18.243838454691,41.320132510728
1700535440,2023-11-21T02:57:20+0000,,,,,,,,2,3,,,,,,,
1700536086,2023-11-21T03:08:06+0000,,,,,,,,,,,,,6.6,7.2,17.479349505095,40.798150864971
1700536177,2023-11-21T03:09:37+0000,,,,,,,,,,0,0,0,,,,
1700536686,2023-11-21T03:18:06+0000,,,,,,,,,,,,,6.5,7,17.548608591992,40.46524689489
1700536687,2023-11-21T03:18:07+0000,,,,,,,,2,3,,,,,,,
1700536971,2023-11-21T03:22:51+0000,1021.8,126.7,3970,0,47,,1021.8,,,,,,,,,
1700537325,2023-11-21T03:28:45+0000,,,,,,,,,,,,,6.3,7,18.558995712506,39.728927549713
1700537377,2023-11-21T03:29:37+0000,,,,,,,,,,1,1,0,,,,
1700537378,2023-11-21T03:29:38+0000,,,,,,,,2,3,,,,,,,
1700537925,2023-11-21T03:38:45+0000,,,,,,,,,,,,,6.3,6.8,18.029646709139,39.804876891324
1700537926,2023-11-21T03:38:46+0000,,,,,,,,2,3,,,,,,,
1700538568,2023-11-21T03:49:28+0000,,,,,,,,,,,,,6,6.4,17.614660436457,38.996617209059
1700538705,2023-11-21T03:51:45+0000,,,,,,,,,,0,0,0,,,,
1700538771,2023-11-21T03:52:51+0000,1021.9,131.9,3970,0,48,536400,1021.9,,,,,,,,,
1700538772,2023-11-21T03:52:52+0000,,,,,,,,2,3,,,,,,,
1700539168,2023-11-21T03:59:28+0000,,,,,,,,,,,,,6,6.6,18.89132567987,39.132871841812
1700539169,2023-11-21T03:59:29+0000,,,,,,,,2,3,,,,,,,
1700539811,2023-11-21T04:10:11+0000,,,,,,,,,,,,,5.9,6.6,19.521071946801,38.218392335336
1700539905,2023-11-21T04:11:45+0000,,,,,,,,,,0,0,0,,,,
1700540411,2023-11-21T04:20:11+0000,,,,,,,,,,,,,6,6.5,19.140431093219,38.556896904873
1700540412,2023-11-21T04:20:12+0000,,,,,,,,2,3,,,,,,,
1700540699,2023-11-21T04:24:59+0000,1022.3,132,3970,0,53,,1022.3,,,,,,,,,
1700541054,2023-11-21T04:30:54+0000,,,,,,,,,,,,,5.8,6.5,19.403501973686,37.798168792577
1700541105,2023-11-21T04:31:45+0000,,,,,,,,,,0,0,0,,,,
1700541106,2023-11-21T04:31:46+0000,,,,,,,,2,3,,,,,,,
1700541654,2023-11-21T04:40:54+0000,,,,,,,,,,,,,5.8,6.4,19.652607387035,37.28545892472
1700541655,2023-11-21T04:40:55+0000,,,,,,,,2,3,,,,,,,
1700542299,2023-11-21T04:51:39+0000,,,,,,,,,,,,,5.6,6.2,18.296493080735,37.428911882928
1700542433,2023-11-21T04:53:53+0000,,,,,,,,,,0,0,0,,,,
1700542499,2023-11-21T04:54:59+0000,1022.8,135,3970,0,48,540000,1022.8,,,,,,,,,
1700542500,2023-11-21T04:55:00+0000,,,,,,,,2,3,,,,,,,
1700542899,2023-11-21T05:01:39+0000,,,,,,,,,,,,,5.4,5.7,17.812247721157,36.911379458023
1700542900,2023-11-21T05:01:40+0000,,,,,,,,2,3,,,,,,,
1700543539,2023-11-21T05:12:19+0000,,,,,,,,,,,,,5,5.5,18.090589412755,35.882818685051
1700543633,2023-11-21T05:13:53+0000,,,,,,,,,,1,1,1,,,,
1700544139,2023-11-21T05:22:19+0000,,,,,,,,,,,,,5.1,5.6,18.930716740042,37.496524274686
1700544140,2023-11-21T05:22:20+0000,,,,,,,,2,3,,,,,,,
1700544426,2023-11-21T05:27:06+0000,1023.1,142.1,3970,0,48,,1023.1,,,,,,,,,
1700544782,2023-11-21T05:33:02+0000,,,,,,,,,,,,,5,5.8,20.855237170558,35.432769328649
1700544833,2023-11-21T05:33:53+0000,,,,,,,,,,0,0,0,,,,
1700544834,2023-11-21T05:33:54+0000,,,,,,,,2,3,,,,,,,
1700545382,2023-11-21T05:43:02+0000,,,,,,,,,,,,,5.2,5.8,20.641897470471,36.08990651702
1700545383,2023-11-21T05:43:03+0000,,,,,,,,2,3,,,,,,,
1700546027,2023-11-21T05:53:47+0000,,,,,,,,,,,,,5.1,5.8,20.256232788303,35.785241826191
1700546160,2023-11-21T05:56:00+0000,,,,,,,,,,0,0,0,,,,
1700546226,2023-11-21T05:57:06+0000,1023.5,140.9,3970,0,59,543600,1023.5,,,,,,,,,
1700546227,2023-11-21T05:57:07+0000,,,,,,,,2,3,,,,,,,
1700546627,2023-11-21T06:03:47+0000,,,,,,,,,,,,,5.2,5.7,19.467868970582,35.335103015742
1700546628,2023-11-21T06:03:48+0000,,,,,,,,2,3,,,,,,,
1700547266,2023-11-21T06:14:26+0000,,,,,,,,,,,,,4.9,5.5,20.621060036763,33.405996745639
1700547360,2023-11-21T06:16:00+0000,,,,,,,,,,0,0,0,,,,
1700547866,2023-11-21T06:24:26+0000,,,,,,,,,,,,,4.9,5.4,20.621060036763,34.177529546106
1700547867,2023-11-21T06:24:27+0000,,,,,,,,2,3,,,,,,,
1700548193,2023-11-21T06:29:53+0000,1023.6,144.9,3970,0,61,,1023.6,,,,,,,,,
1700548509,2023-11-21T06:35:09+0000,,,,,,,,,,,,,4.8,5.5,21.144320644831,34.259012480109
1700548560,2023-11-21T06:36:00+0000,,,,,,,,,,0,0,0,,,,
1700548561,2023-11-21T06:36:01+0000,,,,,,,,2,3,,,,,,,
1700549109,2023-11-21T06:45:09+0000,,,,,,,,,,,,,4.9,5.5,20.734675698042,34.394570799312
1700549110,2023-11-21T06:45:10+0000,,,,,,,,2,3,,,,,,,
1700549751,2023-11-21T06:55:51+0000,,,,,,,,,,,,,4.7,5.4,20.531424640104,34.154024368965
1700549887,2023-11-21T06:58:07+0000,,,,,,,,,,0,0,0,,,,
1700549993,2023-11-21T06:59:53+0000,1024,143.4,3970,0,63,547200,1024,,,,,,,,,
1700549994,2023-11-21T06:59:54+0000,,,,,,,,2,3,,,,,,,
1700550351,2023-11-21T07:05:51+0000,,,,,,,,,,,,,4.7,5.1,20.60716841429,33.334302537186
1700550352,2023-11-21T07:05:52+0000,,,,,,,,2,3,,,,,,,
1700550994,2023-11-21T07:16:34+0000,,,,,,,,,,,,,4.4,4.9,20.586330980582,32.000575166621
1700551087,2023-11-21T07:18:07+0000,,,,,,,,,,0,0,0,,,,
1700551594,2023-11-21T07:26:34+0000,,,,,,,,,,,,,4.4,5.1,22.517797222335,33.430787555474
1700551595,2023-11-21T07:26:35+0000,,,,,,,,2,3,,,,,,,
1700551919,2023-11-21T07:31:59+0000,1024.4,147.5,3970,0,64,,1024.4,,,,,,,,,
1700552236,2023-11-21T07:37:16+0000,,,,,,,,,,,,,4.5,5.2,22.979205678689,34.54146024408
1700552287,2023-11-21T07:38:07+0000,,,,,,,,,,0,0,0,,,,
1700552288,2023-11-21T07:38:08+0000,,,,,,,,2,3,,,,,,,
1700552836,2023-11-21T07:47:16+0000,,,,,,,,,,,,,4.7,5.2,23.068841075348,33.104564048908
1700552837,2023-11-21T07:47:17+0000,,,,,,,,2,3,,,,,,,
1700553478,2023-11-21T07:57:58+0000,,,,,,,,,,,,,4.4,5,21.419512496632,31.360276850688
1700553615,2023-11-21T08:00:15+0000,,,,,,,,,,4,4,4,,,,
1700553719,2023-11-21T08:01:59+0000,1024.9,146.9,3970,0,63,550800,1024.9,,,,,,,,,
1700553720,2023-11-21T08:02:00+0000,,,,,,,,2,3,,,,,,,
1700554078,2023-11-21T08:07:58+0000,,,,,,,,,,,,,4.4,5,22.707156657801,31.643253033327
1700554079,2023-11-21T08:07:59+0000,,,,,,,,2,3,,,,,,,
1700554721,2023-11-21T08:18:41+0000,,,,,,,,,,,,,4.2,4.8,22.693265035328,30.579588081417
1700554815,2023-11-21T08:20:15+0000,,,,,,,,,,0,0,0,,,,
1700555321,2023-11-21T08:28:41+0000,,,,,,,,,,,,,4.3,5,23.041057830403,33.402051517983
1700555322,2023-11-21T08:28:42+0000,,,,,,,,2,3,,,,,,,
1700555646,2023-11-21T08:34:06+0000,1025.1,148.1,3970,0,63,,1025.1,,,,,,,,,
1700555963,2023-11-21T08:39:23+0000,,,,,,,,,,,,,4.4,5.2,23.881185157689,32.811377677713
1700556015,2023-11-21T08:40:15+0000,,,,,,,,,,0,0,0,,,,
1700556016,2023-11-21T08:40:16+0000,,,,,,,,2,3,,,,,,,
1700556563,2023-11-21T08:49:23+0000,,,,,,,,,,,,,4.6,5.3,24.122308102721,32.628285820733
1700556564,2023-11-21T08:49:24+0000,,,,,,,,2,3,,,,,,,
1700557205,2023-11-21T09:00:05+0000,,,,,,,,,,,,,4.6,5.3,22.418073183527,31.769929652661
1700557342,2023-11-21T09:02:22+0000,,,,,,,,,,2,2,2,,,,
1700557446,2023-11-21T09:04:06+0000,1025.8,146,3970,0,63,554400,1025.8,,,,,,,,,
1700557447,2023-11-21T09:04:07+0000,,,,,,,,2,3,,,,,,,
1700557805,2023-11-21T09:10:05+0000,,,,,,,,,,,,,4.7,5.4,22.652250317323,33.603819035554
1700557806,2023-11-21T09:10:06+0000,,,,,,,,2,3,,,,,,,
1700558448,2023-11-21T09:20:48+0000,,,,,,,,,,,,,4.9,5.7,23.461451568752,33.431298472527
1700558542,2023-11-21T09:22:22+0000,,,,,,,,,,0,0,0,,,,
1700559048,2023-11-21T09:30:48+0000,,,,,,,,,,,,,5.2,5.8,21.92954163164,34.306276984123
1700559049,2023-11-21T09:30:49+0000,,,,,,,,2,3,,,,,,,
1700559373,2023-11-21T09:36:13+0000,1025.9,145.9,3970,0,63,,1025.9,,,,,,,,,
1700559690,2023-11-21T09:41:30+0000,,,,,,,,,,,,,5.2,6.1,22.497619938038,33.98619136359
1700559742,2023-11-21T09:42:22+0000,,,,,,,,,,0,0,0,,,,
1700559743,2023-11-21T09:42:23+0000,,,,,,,,2,3,,,,,,,
1700560290,2023-11-21T09:51:30+0000,,,,,,,,,,,,,5.5,6.3,23.200151339423,34.197348880496
1700560291,2023-11-21T09:51:31+0000,,,,,,,,2,3,,,,,,,
1700560933,2023-11-21T10:02:13+0000,,,,,,,,,,,,,5.7,6.6,22.873195978057,34.472116358418
1700561071,2023-11-21T10:04:31+0000,,,,,,,,,,-0,-0,-0,,,,
1700561173,2023-11-21T10:06:13+0000,1025.7,140.7,3970,0,63,558000,1025.7,,,,,,,,,
1700561174,2023-11-21T10:06:14+0000,,,,,,,,2,3,,,,,,,
1700561533,2023-11-21T10:12:13+0000,,,,,,,,,,,,,6.1,6.9,22.181413368231,35.252406401474
1700561534,2023-11-21T10:12:14+0000,,,,,,,,2,3,,,,,,,
1700562176,2023-11-21T10:22:56+0000,,,,,,,,,,,,,6.1,7,21.651206948926,34.57020413433
1700562271,2023-11-21T10:24:31+0000,,,,,,,,,,4,4,4,,,,
1700562776,2023-11-21T10:32:56+0000,,,,,,,,,,,,,6.4,7.2,20.952478527864,35.576417130461
1700562777,2023-11-21T10:32:57+0000,,,,,,,,2,3,,,,,,,
1700563101,2023-11-21T10:38:21+0000,1025.8,136.8,3970,0,63,,1025.8,,,,,,,,,
1700563419,2023-11-21T10:43:39+0000,,,,,,,,,,,,,6.6,7.6,21.685936005107,36.526720570824
1700563471,2023-11-21T10:44:31+0000,,,,,,,,,,0,0,0,,,,
1700563472,2023-11-21T10:44:32+0000,,,,,,,,2,3,,,,,,,
1700564019,2023-11-21T10:53:39+0000,,,,,,,,,,,,,7.1,8,21.228330529077,38.314257710558
1700564020,2023-11-21T10:53:40+0000,,,,,,,,2,3,,,,,,,
1700564666,2023-11-21T11:04:26+0000,,,,,,,,,,,,,7.3,8.3,20.863503280617,37.965583246602
1700564802,2023-11-21T11:06:42+0000,,,,,,,,,,1,1,1,,,,
1700564901,2023-11-21T11:08:21+0000,1026,128.9,3970,0,62,561600,1026,,,,,,,,,
1700564902,2023-11-21T11:08:22+0000,,,,,,,,2,3,,,,,,,
1700565266,2023-11-21T11:14:26+0000,,,,,,,,,,,,,7.6,8.4,19.445209004784,38.451398668181
1700565267,2023-11-21T11:14:27+0000,,,,,,,,2,3,,,,,,,
1700565906,2023-11-21T11:25:06+0000,,,,,,,,,,,,,7.7,8.7,20.209592557884,38.487563459574
1700566002,2023-11-21T11:26:42+0000,,,,,,,,,,-0,-0,-0,,,,
1700566506,2023-11-21T11:35:06+0000,,,,,,,,,,,,,8,8.9,19.397248475543,39.607392116984
1700566507,2023-11-21T11:35:07+0000,,,,,,,,2,3,,,,,,,
1700566833,2023-11-21T11:40:33+0000,1025.9,123.7,3970,5,62,,1025.9,,,,,,,,,
1700567153,2023-11-21T11:45:53+0000,,,,,,,,,,,,,8.2,9.2,18.577958581965,40.374494127118
1700567202,2023-11-21T11:46:42+0000,,,,,,,,,,0,0,0,,,,
1700567203,2023-11-21T11:46:43+0000,,,,,,,,2,3,,,,,,,
1700567753,2023-11-21T11:55:53+0000,,,,,,,,,,,,,8.5,9.4,17.72774261253,41.091318785639
1700567754,2023-11-21T11:55:54+0000,,,,,,,,2,3,,,,,,,
1700568395,2023-11-21T12:06:35+0000,,,,,,,,,,,,,8.6,9.4,16.939378794809,40.475851517948
1700568536,2023-11-21T12:08:56+0000,,,,,,,,,,-0,-0,-0,,,,
1700568633,2023-11-21T12:10:33+0000,1025.9,120.5,3970,0,60,565200,1025.9,,,,,,,,,
1700568634,2023-11-21T12:10:34+0000,,,,,,,,2,3,,,,,,,
1700568995,2023-11-21T12:16:35+0000,,,,,,,,,,,,,8.9,9.5,15.407468857697,40.937508886437
1700568996,2023-11-21T12:16:36+0000,,,,,,,,2,3,,,,,,,
1700569639,2023-11-21T12:27:19+0000,,,,,,,,,,,,,8.7,9.3,13.234879670913,39.194402982835
1700569736,2023-11-21T12:28:56+0000,,,,,,,,,,3,3,2,,,,
1700570239,2023-11-21T12:37:19+0000,,,,,,,,,,,,,8.8,9.4,13.355441143428,39.378404483083
1700570240,2023-11-21T12:37:20+0000,,,,,,,,2,3,,,,,,,
1700570564,2023-11-21T12:42:44+0000,1025.8,120.7,3985,5,61,,1025.8,,,,,,,,,
1700570883,2023-11-21T12:48:03+0000,,,,,,,,,,,,,8.7,9.5,14.408908170802,38.791907283413
1700570936,2023-11-21T12:48:56+0000,,,,,,,,,,0,0,0,,,,
1700570937,2023-11-21T12:48:57+0000,,,,,,,,2,3,,,,,,,
1700571483,2023-11-21T12:58:03+0000,,,,,,,,,,,,,8.9,9.6,13.66536205141,39.345491804992
1700571484,2023-11-21T12:58:04+0000,,,,,,,,2,3,,,,,,,
1700572127,2023-11-21T13:08:47+0000,,,,,,,,,,,,,8.8,9.5,13.620544353081,38.865308587567
1700572265,2023-11-21T13:11:05+0000,,,,,,,,,,0,0,0,,,,
1700572364,2023-11-21T13:12:44+0000,1026.2,120,3985,0,61,568800,1026.2,,,,,,,,,
1700572365,2023-11-21T13:12:45+0000,,,,,,,,2,3,,,,,,,
1700572727,2023-11-21T13:18:47+0000,,,,,,,,,,,,,8.9,9.5,12.756436761174,40.474855038219
1700572728,2023-11-21T13:18:48+0000,,,,,,,,2,3,,,,,,,
1700573371,2023-11-21T13:29:31+0000,,,,,,,,,,,,,8.8,9.5,13.73416001436,40.735634413202
1700573465,2023-11-21T13:31:05+0000,,,,,,,,,,0,0,0,,,,
1700573971,2023-11-21T13:39:31+0000,,,,,,,,,,,,,9,9.6,13.331460878808,42.518992294749
1700573972,2023-11-21T13:39:32+0000,,,,,,,,2,3,,,,,,,
1700574296,2023-11-21T13:44:56+0000,1026.3,122.4,3985,0,63,,1026.3,,,,,,,,,
1700574614,2023-11-21T13:50:14+0000,,,,,,,,,,,,,8.9,9.6,11.99899901931,42.885577352512
1700574665,2023-11-21T13:51:05+0000,,,,,,,,,,2,2,1,,,,
1700574666,2023-11-21T13:51:06+0000,,,,,,,,2,3,,,,,,,
1700575214,2023-11-21T14:00:14+0000,,,,,,,,,,,,,9,9.6,12.64976691113,43.421124205417
1700575215,2023-11-21T14:00:15+0000,,,,,,,,2,3,,,,,,,
1700575859,2023-11-21T14:10:59+0000,,,,,,,,,,,,,9,9.7,12.839126346596,43.424647970068
1700575998,2023-11-21T14:13:18+0000,,,,,,,,,,3,3,3,,,,
1700576096,2023-11-21T14:14:56+0000,1026.3,121.9,3985,0,62,572400,1026.3,,,,,,,,,
1700576097,2023-11-21T14:14:57+0000,,,,,,,,2,3,,,,,,,
1700576459,2023-11-21T14:20:59+0000,,,,,,,,,,,,,9.2,9.8,12.966633630348,45.201339546914
1700576460,2023-11-21T14:21:00+0000,,,,,,,,2,3,,,,,,,
1700577103,2023-11-21T14:31:43+0000,,,,,,,,,,,,,9.1,9.8,13.035431593298,44.331993239471
1700577198,2023-11-21T14:33:18+0000,,,,,,,,,,1,1,1,,,,
1700577703,2023-11-21T14:41:43+0000,,,,,,,,,,,,,9.2,9.9,11.981964565925,45.690023239608
1700577704,2023-11-21T14:41:44+0000,,,,,,,,2,3,,,,,,,
1700578027,2023-11-21T14:47:07+0000,1026.5,123.6,4000,0,62,,1026.5,,,,,,,,,
1700578347,2023-11-21T14:52:27+0000,,,,,,,,,,,,,9.1,9.8,10.952477803173,46.08429011511
1700578398,2023-11-21T14:53:18+0000,,,,,,,,,,2,2,2,,,,
1700578399,2023-11-21T14:53:19+0000,,,,,,,,2,3,,,,,,,
1700578947,2023-11-21T15:02:27+0000,,,,,,,,,,,,,9.2,9.7,10.277729646731,46.319623186723
1700578948,2023-11-21T15:02:28+0000,,,,,,,,2,3,,,,,,,
1700579591,2023-11-21T15:13:11+0000,,,,,,,,,,,,,9,9.6,10.907660104843,45.879654326423
1700579730,2023-11-21T15:15:30+0000,,,,,,,,,,14,14,10,,,,
1700579827,2023-11-21T15:17:07+0000,1026.3,128.7,4000,0,61,576000,1026.3,,,,,,,,,
1700579828,2023-11-21T15:17:08+0000,,,,,,,,2,3,,,,,,,
1700580191,2023-11-21T15:23:11+0000,,,,,,,,,,,,,9.1,9.5,10.422271383868,46.972708191775
1700580192,2023-11-21T15:23:12+0000,,,,,,,,2,3,,,,,,,
1700580836,2023-11-21T15:33:56+0000,,,,,,,,,,,,,8.8,9.4,11.310359240396,45.942464217422
1700580930,2023-11-21T15:35:30+0000,,,,,,,,,,3,3,3,,,,
1700581436,2023-11-21T15:43:56+0000,,,,,,,,,,,,,8.9,9.4,11.544536374191,47.059930285595
